id,url,name,PosterPath,Overview,Thời lượng,TotalEpisodes,Language,year,CountryId,genres,genresId
11,https://phimmoichille.com/phim/mr-plankton-988,Mr Plankton,https://i.starzd.com/mr-plankton.jpg,"Phim Mr Plankton kể về một người đàn ông phải đối diện với chuỗi bất hạnh và cái chết gần kề. Cô dâu tương lai, tình cũ của anh, dù cuộc sống cũng không kém phần đau thương, lại buộc phải đồng hành cùng anh trong những tháng ngày cuối. Cùng nhau, họ đối diện với những quyết định đầy khó khăn, những cảm xúc chưa được thổ lộ, trong một hành trình về tình yêu, sự hy sinh và số phận không thể tránh khỏi.",60 phút / tập,10 Tập,Phụ đề Việt,2024,7,"Tâm Lý - Tình Cảm,Hài Hước","11,8"
12,https://phimmoichille.com/phim/chiec-long-993,Chiếc Lồng,https://i.starzd.com/chiec-long.jpg,"Phim Chiếc Lồng kể về một võ sĩ trẻ, khao khát trở thành ngôi sao võ thuật. Sau nhiều năm vật lộn trong các giải đấu nhỏ, anh được mời tham gia một trận đấu sinh tử với đối thủ tàn bạo trong chiếc lồng sắt. Đây là cơ hội duy nhất để anh chứng tỏ khả năng và giấc mơ của mình. Trận đấu không chỉ là cuộc chiến thể lực mà còn là cuộc chiến tâm lý, buộc anh phải vượt qua mọi giới hạn của bản thân.",50 phút / tập,5 Tập,Phụ đề Việt,2024,8,"Tâm Lý - Tình Cảm,Thể Thao - Âm Nhạc","11,10"
13,https://phimmoichille.com/phim/running-mann-283,Running Man,https://i.starzd.com/running-man-2.jpg ,,90 phút / tập,Nhiều tập Tập,Phụ đề Việt,2010,7,"Hài Hước,TV Show","8,15"
14,https://phimmoichille.com/phim/dau-la-dai-luc-nhien-hon-chien-1060,Đấu La Đại Lục: Nhiên Hồn Chiến,https://i.starzd.com/dau-la-dai-luc-nhien-hon-chien.jpg,"Phim Đấu La Đại Lục: Nhiên Hồn Chiến kể về câu chuyện của Đường Tam và các đồng đội sau khi giành chiến thắng trong cuộc thi hồn sư. Mỗi người theo đuổi con đường tu luyện riêng, nhưng khi điện Võ Hồn âm mưu thống trị đại lục, Đường Tam cùng các chiến hữu thành lập Đường Môn để chống lại thế lực đen tối. Bộ phim mang đến những trận chiến đầy kịch tính, sự trưởng thành của các nhân vật, và tình bạn vững chắc trong cuộc chiến bảo vệ chính nghĩa.",45 phút / tập,38 Tập,Thuyết Minh,2024,9,Cổ Trang - Thần Thoại,13
15,https://phimmoichille.com/phim/goc-khuat-gangnam-979,Góc Khuất Gangnam,https://i.starzd.com/goc-khuat-gangnam.jpg,"Phim Góc Khuất Gangnam kể về một thám tử bị xã hội ruồng bỏ, bất đắc dĩ quay lại cuộc sống điều tra khi bạn thân của con gái ông mất tích trong loạt vụ án bí ẩn ở khu Gangnam xa hoa. Trong hành trình tìm kiếm, ông dấn thân vào một thế giới ngầm nguy hiểm, nơi các bí mật về ma túy, buôn người và tham nhũng bị che giấu dưới bề mặt hào nhoáng. Phim là câu chuyện đấu tranh giữa công lý và quyền lực, hé mở những bí mật đen tối của giới thượng lưu.",50 phút / tập,8 Tập,Thuyết Minh,2024,7,"Phiêu Lưu - Hành Động,Tâm Lý - Tình Cảm","1,11"
16,https://phimmoichille.com/phim/dao-hai-tac-274,Đảo Hải Tặc,https://i.starzd.com/dao-hai-tac-718.jpg ,"Đảo Hải Tặc - One Piecekể về Luffy và đồng đội của mình đã không chỉ chiến đấu với kẻ thù mà còn phải đối mặt với những thử thách nội tâm và mối quan hệ trong nhóm. Mỗi chặng đường mới là một bài học, một cuộc chiến và một bước tiến gần hơn đếnước mơ vĩ đại của họ.",25 phút / tập,Nhiều tập Tập,Phụ đề Việt,1999,1,"Phiêu Lưu - Hành Động,Hài Hước,Phim Hoạt Hình","1,8,6"
17,https://phimmoichille.com/phim/khi-dien-thoai-do-chuong-1052,Khi Điện Thoại Đổ Chuông,https://i.starzd.com/khi-dien-thoai-do-chuong.jpg,"Phim Khi Điện Thoại Đổ Chuông xoay quanh cuộc hôn nhân của một chính trị gia đang lên và người vợ câm. Cuộc sống của họ đảo lộn khi nhận được cuộc gọi từ kẻ bắt cóc, khiến những bí mật bị phơi bày và mâu thuẫn gia đình dâng cao. Bộ phim khám phá những xung đột nội tâm, những quyết định khó khăn trong cuộc sống, khi tình cảm gia đình và tham vọng cá nhân bị thử thách trong một tình huống nguy hiểm.",60 phút / tập,12 Tập,Thuyết Minh,2024,7,"Phiêu Lưu - Hành Động,Tâm Lý - Tình Cảm","1,11"
18,https://phimmoichille.com/phim/cuoc-song-nong-thon-cua-gen-z-930,Cuộc Sống Nông Thôn Của Gen Z,https://i.starzd.com/cuoc-song-nong-thon-cua-gen-z.jpg,"Cuộc Sống Nông Thôn Của Gen Z là một chương trình truyền hình thực tế đầy hấp dẫn, theo chân những bạn trẻ từ thành phố khi họ khám phá cuộc sống giản dị ở nông thôn. Tham gia vào các công việc đồng áng như trồng trọt, chăn nuôi và chế biến thực phẩm, họ sẽ trải nghiệm những thách thức bất ngờ và những khoảnh khắc đáng nhớ. Chương trình không chỉ mang lại tiếng cười mà còn khắc họa hành trình tìm kiếm giá trị sống và tình yêu thiên nhiên, khơi dậy sự kết nối với cộng đồng.",70 phút / tập,7 Tập,Phụ đề Việt,2024,7,TV Show,15
19,https://phimmoichille.com/phim/hhho-yeu-tieu-hongg-nuong-truc-nghiep-thien-697,Hồ Yêu Tiểu Hồng Nương: Trúc Nghiệp Thiên,https://i.starzd.com/ho-yeu-tieu-hong-nuong-truc-nghiep-thien.jpg,"Phim Hồ Yêu Tiểu Hồng Nương: Trúc Nghiệp Thiên kể về Đông Phương Hoài Trúc (Lưu Thi Thi) và Vương Quyền Hoằng Nghiệp (Trương Vân Long) trong thế giới giang hồ đầy rẫy hiểm nguy. Khi tổ chức Mặt Nạ của Hoằng Nghiệp thất bại, tình yêu và lòng dũng cảm của anh đã cứu giúp Hoài Trúc. Cùng nhau, họ vượt qua mọi thử thách và xây dựng hạnh phúc bên con trai Vương Quyền Phú Quý.",45 phút / tập,36 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
20,https://phimmoichille.com/phim/giua-chung-ta-co-bi-mat-785,Giữa Chúng Ta Có Bí Mật,https://i.starzd.com/giua-chung-ta-co-bi-mat.jpg,"Giữa Chúng Ta Có Bí Mật là chương trình truyền hình thực tế Trung Quốc, nơi mười người trẻ tuổi sống chung để tìm kiếm tình yêu và khám phá bản thân. Đặc biệt, chương trình có “Nhà Sự Thật,” nơi mỗi thí sinh lưu giữ bí mật cá nhân. Những bí mật này có thể được tiết lộ bất cứ lúc nào, tạo ra những tình huống bất ngờ và làm thay đổi mối quan hệ giữa các thành viên. Qua quá trình chia sẻ và đối mặt với bí mật, các thí sinh học cách chấp nhận và thấu hiểu nhau sâu sắc hơn, từ đó không chỉ tìm kiếm tình yêu thật sự mà còn vượt qua định kiến xã hội và trưởng thành về cảm xúc.",35 phút / tập,30 Tập,Phụ đề Việt,2024,9,"Tâm Lý - Tình Cảm,TV Show","11,15"
21,https://phimmoichille.com/phim/can-ho-404-72,Căn Hộ 404,https://i.starzd.com/can-ho-404.jpg,,Đang cập nhật,8 Tập,Phụ đề Việt,2024,7,"Hài Hước,TV Show","8,15"
22,https://phimmoichille.com/phim/the-gioi-zombie-thuc-te-phan-2-1049,Thế Giới Zombie Thực Tế (Phần 2),https://i.starzd.com/the-gioi-zombie-thuc-te-phan-2.jpg,"Thế Giới Zombie Thực Tế (Phần 2) là một chương trình tạp kỹ sinh tồn kịch tính, nơi các thí sinh phải sống sót trong thế giới hậu tận thế đầy rẫy zombie. Ngoài việc chiến đấu với thây ma, họ còn phải đối mặt với những thử thách nguy hiểm và sự phản bội từ đồng đội. Chương trình thử thách sức mạnh, trí tuệ và khả năng sinh tồn của mỗi thí sinh, mang đến những tình huống nghẹt thở và bất ngờ, nơi chỉ có người mạnh nhất mới có thể chiến thắng.",60 phút / tập,7 Tập,Phụ đề Việt,2024,7,"Hài Hước,Kinh Dị - Ma,TV Show","8,2,15"
23,https://phimmoichille.com/phim/luyen-luyen-hoa-nhan-ngu-bo-1075,Luyến Luyến Hoa Nhan Ngự Bổ,https://i.starzd.com/luyen-luyen-hoa-nhan-ngu-bo.jpg,"Phim Luyến Luyến Hoa Nhan Ngự Bổ kể về Lâm Lộc Sênh, một cô gái trẻ vô tình xuyên vào thế giới cổ đại của một bộ truyện tranh nổi tiếng. Tại đây, cô gặp gỡ và hợp tác với bốn mỹ nam ngự bổ, những người chuyên giải quyết các vụ án kỳ bí và nguy hiểm. Trong hành trình phá án, Lâm Lộc Sênh không chỉ chứng tỏ tài năng và trí tuệ mà còn dần phát triển mối quan hệ tình cảm với các ngự bổ. Câu chuyện lãng mạn, kịch tính, với những bí ẩn đầy bất ngờ và thử thách.",15 phút / tập,25 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
24,https://phimmoichille.com/phim/cam-tu-an-ninh-871,Cẩm Tú An Ninh,https://i.starzd.com/cam-tu-an-ninh.jpg,"Phim Cẩm Tú An Ninh kể về La Thận Viễn, chàng trai con thứ bị xã hội ruồng bỏ, và La Nghi Ninh, thiên kim tiểu thư chịu oan ức. Sau khi tái sinh với danh phận mới, La Nghi Hinh quyết tâm minh oan và giúp đỡ La Thận Viễn, người đang phải đối mặt với nhiều đau khổ. Tình cảm giữa họ dần nảy nở, dẫn đến một hành trình đầy xúc cảm về tình yêu, sự tha thứ và hy vọng.",45 phút / tập,40 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
25,https://phimmoichille.com/phim/tieu-nu-khong-nghe-lenh-tuong-quan-953,Tiểu Nữ Không Nghe Lệnh Tướng Quân,https://i.starzd.com/tieu-nu-khong-nghe-lenh-tuong-quan.jpg,"Phim Tiểu Nữ Không Nghe Lệnh Tướng Quân xoay quanh Tô Khả, một sinh viên khảo cổ xuyên không về nước Ngô. Tại đây, cô bị ép kết hôn với đại tướng quân Đới Vũ vì có ngoại hình giống nạn nhân trong một vụ án mạng. Khi cùng Đới Vũ điều tra, Tô Khả phát hiện rằng các bạn học của mình cũng xuất hiện ở đây, trong đó có Tôn Đạc, Hoàng đế. Họ phải hợp tác để khám phá những âm mưu nguy hiểm và tìm ra kẻ chủ mưu, bảo vệ công lý.",15 phút / tập,24 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
26,https://phimmoichille.com/phim/xuan-hoa-yem-889,Xuân Hoa Yếm,https://i.starzd.com/xuan-hoa-yem.jpg,"Phim Xuân Hoa Yếm xoay quanh hoàng tử Mộ Dung Cảnh Hòa, người bị dân chúng căm ghét sau khi chiến thắng tại Thanh Châu dẫn đến thảm họa. Mi Lâm, một thiếu nữ chịu đựng nỗi đau mất mát, quyết tâm trả thù và gia nhập tổ chức bí mật Ám Xưởng. Khi cô thực hiện nhiệm vụ ám sát hoàng tử, những bí mật bất ngờ dần lộ diện, buộc Mi Lâm phải đối diện với lựa chọn giữa thù hận và sự thật, dẫn đến những tình huống đầy căng thẳng.",30 phút / tập,30 Tập,Thuyết Minh,2024,9,Cổ Trang - Thần Thoại,13
27,https://phimmoichille.com/phim/chuyen-tinh-cua-anh-chi-em-toi-121,Chuyện Tình Của Anh Chị Em Tôi,https://i.starzd.com/chuyen-tinh-cua-anh-chi-em-toi.jpg,,135 phút / tập,15 Tập,Phụ đề Việt,2024,7,"Tâm Lý - Tình Cảm,TV Show","11,15"
28,https://phimmoichille.com/phim/tieu-hong-nuong-1013,Tiểu Hồng Nương,https://i.starzd.com/tieu-hong-nuong.jpg,"Phim Tiểu Hồng Nương kể về Triệu Song Song, cô gái có khả năng nhìn thấy nhân duyên qua sợi chỉ đỏ và giúp các cặp đôi tìm hạnh phúc. Khi Trình Nhân, người đàn ông mang mối thù với một bà mai mối vì cái chết của anh trai, xuất hiện, mọi kế hoạch của Song Song bị đảo lộn. Dần dần, họ nảy sinh tình cảm, nhưng cũng đối mặt với những hiểu lầm và bí mật quá khứ. Liệu tình yêu có thể hóa giải mọi ngăn cách và thử thách?",12 phút / tập,24 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
29,https://phimmoichille.com/phim/song-hoa-kinh-1031,Song Hoa Kính,https://i.starzd.com/song-hoa-kinh.jpg,"Phim Song Hoa Kính xoay quanh Triệu Thanh Thanh, nữ hiệp giang hồ thông minh, xinh đẹp, linh hồn bất ngờ nhập vào cơ thể Tô Nam Yên, con gái tướng quân, võ công tuyệt đỉnh. Cả hai kết hợp trí tuệ và võ nghệ để đối mặt với những âm mưu thâm độc, vượt qua hiểm nguy và tìm kiếm công lý. Món báu vật Kính Song Hoa là chìa khóa mở ra những bí ẩn lớn lao, dẫn dắt họ vào cuộc hành trình báo thù đầy kịch tính.",12 phút / tập,20 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
30,https://phimmoichille.com/phim/phuong-y-thien-ha-1064,Phương Ý Thiên Hạ,https://i.starzd.com/phuong-y-thien-ha.jpg,"Phim Phương Ý Thiên Hạ kể về Phượng Ý, một cô gái bị thái hậu ép thay đổi giới tính để giành quyền lực. Khi trưởng thành, Phượng Ý không chấp nhận làm hoàng đế bù nhìn và quyết tâm xây dựng thế lực riêng. Tuy nhiên, cô phải đối mặt với những âm mưu từ các thế lực chính trị, bao gồm cái chết bất ngờ của tể tướng và những lần bị Tư Mã Kỳ phản bội. Phim là hành trình đấu tranh khắc nghiệt giữa quyền lực, sinh tồn và mưu lược.",15 phút / tập,20 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
31,https://phimmoichille.com/phim/dong-tuoc-cac-1082,Đồng Tước Các,https://i.starzd.com/dong-tuoc-cac.jpg,"Phim Đồng Tước Các kể về Cố Bình An, cô gái thông minh quyết tâm điều tra vụ án bí ẩn mà cha cô để lại. Khi đến Tiền Đường, cô gặp Tống Thi Nhụy, người đang gặp rắc rối với ""thuế độc thân"". Hai người hợp tác giả vợ chồng, mở tửu lâu, vừa phát triển kinh doanh, vừa điều tra những thế lực đen tối đang chiếm giữ Tiền Đường. Qua đó, họ không chỉ giải oan cho cha Cố Bình An mà còn dần nảy sinh tình cảm.",15 phút / tập,24 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
32,https://phimmoichille.com/phim/nu-quan-dai-nhan-xin-chi-giao-nhieu-hon-937,Nữ Quan Đại Nhân Xin Chỉ Giáo Nhiều Hơn,https://i.starzd.com/nu-quan-dai-nhan-xin-chi-giao-nhieu-hon.jpg,"Phim Nữ Quan Đại Nhân Xin Chỉ Giáo Nhiều Hơn kể về Hứa Tinh Lan, một cô gái mới tốt nghiệp, bỗng nhiên bị cuốn vào thời phong kiến và trở thành sát thủ. Đáng ngạc nhiên, mục tiêu của cô lại là Vũ Văn Diễn, nhị thiếu gia tài năng của thành An Tấn. Khi những tình huống dở khóc dở cười xảy ra, cả hai buộc phải hợp tác để đối phó với âm mưu xung quanh. Với tư duy hiện đại, Hứa Tinh Lan không chỉ tìm cách sống sót mà còn quyết tâm cải cách bộ máy quan liêu, mang đến những thay đổi bất ngờ cho xã hội phong kiến.",20 phút / tập,30 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
33,https://phimmoichille.com/phim/tau-son-1062,Tẩu Sơn,https://i.starzd.com/tau-son.jpg,"Phim Tẩu Sơn xoay quanh hành trình tìm kiếm sự thật về biến cố Kim Ô của Trương Bắc Thần, Đoàn Tư Ngôn, Vệ Linh Nhi và Bắc Mã Mã Thiên Hồng. Cùng nhau đối mặt với những thử thách nguy hiểm, họ khám phá những bí ẩn kỳ lạ và dần nhận ra những mặt tối của tham, sân, si, hận trong xã hội. Phim không chỉ chứa đựng những pha hành động mãn nhãn mà còn phản ánh sâu sắc giá trị tình bạn, lòng trung thành và sự hy sinh.",15 phút / tập,24 Tập,Phụ đề Việt,2024,9,"Cổ Trang - Thần Thoại,Võ Thuật - Kiếm Hiệp","13,3"
34,https://phimmoichille.com/phim/phong-hoa-giam-1071,Phong Hoa Giám,https://i.starzd.com/phong-hoa-giam.jpg,"Phim Phong Hoa Giám kể về Quý nữ Văn Uyển, người trải qua bi kịch khi bị phản bội trong đêm tân hôn và chứng kiến gia tộc bị tàn sát. Sau khi trùng sinh, cô quyết tâm vén màn bí ẩn, tìm ra sự thật và trả thù kẻ đã hại mình. Câu chuyện đan xen giữa tình yêu, thù hận và âm mưu phức tạp, mang đến những tình tiết bất ngờ và kịch tính, khiến người xem không thể rời mắt cho đến phút cuối.",16 phút / tập,10 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
35,https://phimmoichille.com/phim/than-su-dai-nhan-cua-ta-1042,Thần Sứ Đại Nhân Của Ta,https://i.starzd.com/than-su-dai-nhan-cua-ta.jpg,"Phim Thần Sứ Đại Nhân Của Ta kể về Li Mengmeng, một nữ sinh hiện đại thiếu tự tin, vô tình lạc vào thế giới cổ đại và trở thành Sứ giả thần thánh ở nước Qi. Tại đây, cô hợp tác với hoàng đế độc ác Qi Yan để cùng nhau đối mặt với âm mưu trong cung đình. Dù xuất phát điểm thấp, Li Mengmeng dần chứng minh tài năng và sự thông minh, xây dựng sự nghiệp và mối quan hệ vững mạnh với hoàng đế.",35 phút / tập,24 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
36,https://phimmoichille.com/phim/nguoi-tim-dao-1096,Người Tìm Đao,https://i.starzd.com/nguoi-tim-dao.jpg,"Phim Người Tìm Đao xoay quanh Bùi Hưng, một Tróc đao nhân tài giỏi nhưng lạnh lùng, chỉ biết kiếm lợi từ những cuộc đấu. Sau khi chứng kiến sự áp bức và bất công, anh quyết định thay đổi, chiến đấu vì công lý và chính nghĩa. Bộ phim không chỉ hấp dẫn với những màn võ thuật mãn nhãn, mà còn sâu sắc trong việc khắc họa quá trình Bùi Hưng tìm lại sự lương thiện và tinh thần hiệp nghĩa giữa những thử thách khắc nghiệt.",89 Phút,,Phụ đề Việt,2024,9,"Cổ Trang - Thần Thoại,Võ Thuật - Kiếm Hiệp","13,3"
37,https://phimmoichille.com/phim/so-nhan-936,Sơ Nhan,https://i.starzd.com/so-nhan.jpg,"Phim Sơ Nhan kể về Lăng Sơ Hạ, một cô gái trẻ phải đối mặt với áp bức và bất công. Khi gia đình cô bị tàn phá bởi những kẻ tham lam, Sơ Hạ quyết tâm đứng lên chiến đấu để bảo vệ những ước mơ và người thân yêu. Trong hành trình gian nan này, cô gặp Lương Quân Dạ, một chàng trai dũng cảm cũng chịu nhiều nỗi đau. Phim khắc họa sâu sắc sức mạnh của tình yêu và lòng dũng cảm, truyền tải thông điệp về hy vọng và khát vọng tự do.",10 phút / tập,30 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
38,https://phimmoichille.com/phim/me-hoac-quan-vuong-37,Mê Hoặc Quân Vương,https://i.starzd.com/me-hoac-quan-vuong.jpg ,,70 phút / tập,16 Tập,Phụ đề Việt,2024,7,Cổ Trang - Thần Thoại,13
39,https://phimmoichille.com/phim/co-gai-lac-vao-trong-tranh-886,Cô Gái Lạc Vào Trong Tranh,https://i.starzd.com/co-gai-lac-vao-trong-tranh.jpg,"Phim Cô Gái Lạc Vào Trong Tranh kể về Kỳ Huyên, một đấu giá viên xuất sắc. Sau khi vô tình làm rách một bức tranh cổ, cô xuyên không vào triều Tịnh, trở thành Tô vương phi, vợ của chiến thần Tô Thiên Ngọc. Khi tìm cách trở về, Kỳ Huyên phát hiện mình đã hoán đổi thân xác với phu quân. Bộ phim đưa khán giả vào một cuộc hành trình đầy bất ngờ, khám phá tình yêu, số phận và những bí mật lịch sử, hứa hẹn nhiều cảm xúc và kịch tính.",10 phút / tập,24 Tập,Phụ đề Việt,2024,9,Cổ Trang - Thần Thoại,13
40,https://phimmoichille.com/phim/dich-nhan-kiet-doat-menh-yeu-tang-1087,Địch Nhân Kiệt: Đoạt Mệnh Yêu Tăng,https://i.starzd.com/dich-nhan-kiet-doat-menh-yeu-tang.jpg,"Phim Địch Nhân Kiệt: Đoạt Mệnh Yêu Tăng xoay quanh Địch Nhân Kiệt, thám tử nổi tiếng thời Đường. Khi đến Giang Nam, ông bị cuốn vào vụ án các thiếu nữ mất tích tại thành Lâm An. Qua điều tra, Địch phát hiện một tà giáo đen tối và bóng dáng yêu tăng liên quan đến vụ việc. Với trí tuệ sắc bén và sự kiên cường, ông đấu tranh với thế lực tà ác, dần vén màn bí ẩn và mang lại công lý.",80 phút,,Phụ đề Việt,2024,9,"Cổ Trang - Thần Thoại,Võ Thuật - Kiếm Hiệp","13,3"
